idx,id,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,latitud,longitud,image_url,imagen_path,valido_desde,valido_hasta,cocheras
74,18875598.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--18875598,62000.0,USD,,,31.0,,31.0,1.0,,1.0,1.0,Excelente,Contrafrente,N,-34.62081,-58.40158,https://proxy.sosiva451.com/proxy/B8E7FA8F21CE5C1745BCA02216C7807DB4492C85E7ECE734B4F7FB9D22AE6BE2EE66C57069A7BA86A468AF0CBA0BE654014C78F9CC123C187BC5C59A5537369D7CD7FC6CB237E7067C9138A1D082E9C1FE290B16033FEBFA45904006B7832D5710667D873D354180969635CED267A853CCD18F89DF51A02DAA9A760ABC4668B6E56A1F1311B00B0EB9EE1CFDC13C2C25537A45203234A84B2D67A1EB5A48878F,images/18875598.jpg,,,b''
75,18875568.0,https://www.argenprop.com/departamento-en-venta-en-retiro-2-ambientes--18875568,189000.0,USD,252000.0,Semipiso,45.0,,49.0,10.0,,2.0,1.0,Muy Bueno,Frente,,-34.59735,-58.37878,https://www.argenprop.com/static-content/86557881/06ac73bf-04de-47d0-a523-c8d066a4639e_u_small.jpg,images/18875568.jpg,,,b''
76,18875567.0,https://www.argenprop.com/departamento-en-venta-en-retiro-3-ambientes--18875567,305000.0,USD,370000.0,,70.0,,75.0,10.0,,3.0,1.0,Muy Bueno,,E,-34.59735,-58.37878,https://www.argenprop.com/static-content/76557881/57c9f6ac-dddd-4e7c-8b88-731abb8d583f_u_small.jpg,images/18875567.jpg,,,b''
77,18875566.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--18875566,170000.0,USD,152000.0,,55.0,,74.0,31.0,,3.0,1.0,Muy Bueno,,,-34.5562,-58.46331,https://proxy.sosiva451.com/proxy/5B4BF2F430A766CD48A7B6186BAAD38986B4345373D9884212129B0FAA418D088C66003CDD94F2F035825FCB7090E74B47C7825F457DA12B2AA45E3ACDD2A2E48F889857495ABE8F3A87AA8A80CD949DD9FB86765CB4F1956F5521E0E4BF81D8FB7EBEF1618383D5BA563D5861EED946ACE64AD40072C8164633991C0E3746857091DB59BF94654B487265E282675CE3634807A291CC119FBA0838F7F8791DE6,images/18875566.jpg,,,b''
78,18875565.0,https://www.argenprop.com/departamento-en-venta-en-retiro-2-ambientes--18875565,210000.0,USD,260000.0,,49.0,,53.0,10.0,,2.0,1.0,Muy Bueno,Frente,SO,-34.59735,-58.37878,https://proxy.sosiva451.com/proxy/354E48F5622FDC14585BCB20858BDACE3DC6BE9AA5212FA27708035F1E7CB5D0C95F3F8A12FDBCA48FB31592DFEE65B49C002972DC32E890DD93764A891943454B5AB214414E9415136E7BE2FC09F7D05FD47A64B983D22362D155CD3705481FBA2EBD5EA0C02717577FB91B9B092C294F2F828CEF271C339436248250DF3DF6F709BB5C4C3AD75CDEE83953C520132E3EA5145CF4AA6CEF7DB3C39A1431BB3D,images/18875565.jpg,,,b''
79,18875561.0,https://www.argenprop.com/departamento-en-venta-en-palermo-4-ambientes--18875561,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/8BE19C74A3B6B72BF7D731475915B3E74FBA5B5C9B3C48A705494248A3813B2F97474DE1FB5E28C98A8CF136C42FB042278C22E35841B8258F9389D933670029419A8C0DB014C6BA37F7E00239AE63914864E8C5F43BFB8B6F0188EDEB06B0BE24C9A7D00F962AF95959A09311795DA5EBC06A4BB6D0F909106B55B3EECFE26A1F2C2BEDE675E165EF1FBC9DD1A49B8D64BDDEBFA9124E62BC80FA3115B7F81A,images/18875561.jpg,,,b''
80,18875558.0,https://www.argenprop.com/ph-en-venta-en-villa-pueyrredon-3-ambientes--18875558,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/6BB1A140692C407F936AF79C21B8A05D0B27BDF99C806F14875FD1CBF7A1986D13A90A84271FFA9070500DEBA171FA8D9DA4335E8D4D3A8527BAB1F6CE9DB89D3CA651CF5C8E50C4756117860232C54F861C93F214FEE3E0C56B6C6781C14EF32DA298B592DFBDCDD2E4FDAF17413D9D6A169072750765CCC79C84122707C2DE7C8126E9F2745EB6A30597F71D063F6848B3EC258043C1BD5BEB11E9C9A443C5,images/18875558.jpg,,,b''
81,18858997.0,https://www.argenprop.com/departamento-en-venta-en-nunez-2-ambientes--18858997,143500.0,USD,,,35.0,9.0,44.0,9.0,,2.0,1.0,,,NE,-34.553516,-58.4674,https://proxy.sosiva451.com/proxy/CC57311A119C175ADEEDAD9464FE48E99CBF7122A6F03C69DF1736BB128E59C892C59D0032CF3A42AF86CDFCF9C5C579AABCAEC9D53B26F531EE8DDCBB53DD305ECAFDEB66FA8945F1E96D2D13EDEC3FE751C0D16A62904826BD95510383F3538B6CA7D6888F69D97D58112700517AC2A15C66801DDB1D4BB27390E48CF82EA342EAC0146D72404AB29937281E0BFFAAC75E0B549B20C8F86586500B1249D92D,images/18858997.jpg,,,b''
82,18875660.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18875660,168000.0,USD,100000.0,,76.0,3.0,86.0,46.0,,3.0,2.0,Muy Bueno,,,-34.59801,-58.40141,https://proxy.sosiva451.com/proxy/275941AF82AD8CB3FBD1833FAECC389263B3A9A3AEC6D0FF070BAEB92EFB5DCB959238EA95E76862029C12E560CABE1C1DADE294434E787AB14DD521F57EF3467F7E33EAE006819F4C236A0B2D5D081378F4CD799CF337A0961B47D4DD5C0194CCE5D725380877FB1DE7CDFBBD6AC8EE53FEDF7170ECFE2716C34D7D5BD4CAB056B4F044DF6735C85710B6AEEF7CE375BCC8B6A4CAEA8E2CEB883772CEBFA955,images/18875660.jpg,,,b''
83,18875723.0,https://www.argenprop.com/departamento-en-venta-en-saavedra-1-ambiente--18875723,120000.0,USD,150000.0,,43.0,8.0,54.0,14.0,,1.0,1.0,Muy Bueno,,,-34.54688,-58.47881,https://proxy.sosiva451.com/proxy/B1FC9B98144788A3B55CF99B60CA4E21D140F1018EF2F3D0BE280F1A86D80B038245968A9320148D12718CF3A2A7ADA54DBC0E3AFF3274D3C94EAA4CDEBC02334BEEB4DD354DAC23658749F4059A4402E2F42C2A29E195A8897316963DB49B7C60C483623C1939A2BE3C22408E3C80513F2928E40CA614EE4F015BF8AAB938AD6873CABA8F60550D07A0D493434A9C53CBE861ED2A088B61ED882CC1AA1622A5,images/18875723.jpg,,,b''
84,18875716.0,https://www.argenprop.com/ph-en-venta-en-flores-3-ambientes--18875716,100000.0,USD,,,66.0,59.0,126.0,39.0,,3.0,,Bueno,,,-34.63773,-58.45439,https://proxy.sosiva451.com/proxy/CD51AD4DF4A8A329E405F211832A90FA991DC1047E5D811BF43660789063B4AD8C21DC5DFEF8D7EC57737D2FEEA5AB27FD48C931E7B0B6C21844B23A77640EFA02A71D3B1D51375F2A4BE571336FC5D94CEFF266C6A25BE1608B6B022D43B36B999B262E52212FD9894187F21428C5DC558D054C809845C13ECF2C86C6434910A3402E6DC792A48A02B6C4B7DA0F47686B9EEE4C8F28FEA23377A11690E56337,images/18875716.jpg,,,b''
85,18875713.0,https://www.argenprop.com/ph-en-venta-en-caballito-5-ambientes--18875713,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/08448ABC12C82E325A2CD79247DF1007788AAD4D6AF7CA15DA588B8A95F7128D433D326E8DD5D9B129C8AFA04FE47F8D8BA2429CCE1D3B11C0FF05D28DD55A324C4A75B1E177781EBE48BFED1519290DFC76E2EAF8D439EE078986AE7A4586E3E87714DCA237479F84E688F25C2B4DFD36EA92D3E5C60294130E07C83C38AE8F7AE1348446FDD8F17D4971336289D07CFFA999B5B5DEFA829C6B6BB802E6B707,images/18875713.jpg,,,b''
86,18875736.0,https://www.argenprop.com/ph-en-venta-en-san-cristobal-4-ambientes--18875736,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/A3FF455CAC4583F03503DC646B4FEA9B29B147BE7C1AF336925C99C0D165F71CD63D6715FF02533494253E804246F4C20FE4038D10E7226B9D0CD3465792561D3DD286524E1F895F78FCFD1DE92FD2B0479FCE10A5E7E34ADBF775DFEBEF72E0689E1021978EBA1ACAD3B6B8DC59DF58A752215F38B96D40816135D8934C3FCC34681C7F028656161CED2BF72CA507365F6C0023DED560DE6DAEDA5CBB6B8FD5,images/18875736.jpg,,,b''
87,18875724.0,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-2-ambientes--18875724,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/FFA9C1F3BC958482E5D6E2F3D76B6B98C7FE7315CA64D45E2DF93C3B7EC950BA8798E58968E3B3E088765D1549148153489E70C1842DD03A0B7064A178CA785B6DCA894670DE8403B4706E849C1BBB99838BF643B527B0C06EF5A57DE00EF8D10AB71DDA3FEC8CCD38A0DB715628BC5E02B902A7CD1FFBB5A316CF63C9C0B65291D2231CA00DA191A677926298A73F167D58913147C74A015E398237BB1D1014,images/18875724.jpg,,,b''
88,18875722.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-3-ambientes--18875722,68000.0,USD,130000.0,,45.0,,46.0,25.0,,3.0,1.0,,Contrafrente,,-34.62558,-58.39645,https://proxy.sosiva451.com/proxy/4B7D1D9329C42F5C2B0B0AA1193DD5F5291F0420CFB67A395C8FDFC49F7BBD9E108EEB6DC565338628319C68120CCB4BFE6CA245ED0999225AF3E952BD09633F30A2A1D0E42D857C0036BFE29B99704ACDE7AC8084DC869CFA4F5FC81FB0F0A779A76EABFADBE070B2AC0823E3CE91A17F657A6DB551F2C1DE0CD94C2A661124942CF79012308633A4BB830D3E2557F33551B6E5F5A3525FC62B01315921F100,images/18875722.jpg,,,b''
89,18875720.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--18875720,140000.0,USD,250000.0,,72.0,88.0,160.0,81.0,,3.0,1.0,Bueno,,,-34.63089,-58.46317,https://proxy.sosiva451.com/proxy/E7A084342F33AB2A9E2A557F87CBF5FA85E4C07F3979668617B029DE1193A994F49C6BFE2D821ABDEF492C7A3E599BF3661AA8793252FA80B05FB962B8421E5887ABAE9C2BD951DBFBCD0C02D65410D5382AE960BC76BC6E144CDFEE49D8536E7B73E681013E4E80598063CC2A388DEE82E9A874E7A1D10568B9C58C2EBB79C11E952C463BE569F0CE5FAD9273E4E63FF0F5AC1358382A16F224A3F938F42A3A,images/18875720.jpg,,,b''
90,18875717.0,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18875717,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/0FC2A23659931A0A3D37EB3729D9E07FC2879A674FBDAD49E6EA2C25D0FDC8D9CD82B6A2E85D87659DE532A3988A1A3FA79F4F6430EE5F42CA5A82BBCCDA78DCE1C60908434B1B46B59BE2F674619F8E48CC627AAC1CA0A87393D5BEB993DE810CA18F346330EEDF4A4ED3F09A1BA9BED8C9F8BA69673A2B8C5FA7EA1F650F750FC7760A36222B904FEA5935DAEE8F2CF77E30152A13287C4EF77320FF84B06A,images/18875717.jpg,,,b''
91,18875782.0,https://www.argenprop.com/ph-en-venta-en-villa-santa-rita-2-ambientes--18875782,85000.0,USD,70000.0,,43.0,,43.0,18.0,,2.0,,Excelente,,,-34.61961,-58.48532,https://proxy.sosiva451.com/proxy/30A008BF703CD1C3CE9083489E2566F4B9F8446E917DB678E85ED6CE4F2DD86C2A49C50D47232A1396B75F638FDB0BD2848B4457A99EEEFD1274D8C5583C4E100DF61B76B91FCF19D332DE91728B612028EF0F991E1FD5D63E8B72CF43E93B38581932C33C61F34D5788983AA5975B9318ECEAAA318EDCA02F4958D968A2C8174AFD41A2A26FE4C5211F1496AE1B21AD44D619F8AAAA967A26E98B5F69B14076,images/18875782.jpg,,,b''
92,18875779.0,https://www.argenprop.com/departamento-en-venta-en-palermo-6-ambientes--18875779,480000.0,USD,720000.0,Piso,206.0,,224.0,36.0,,6.0,2.0,Muy Bueno,Frente,NE,-34.58404,-58.41543,https://proxy.sosiva451.com/proxy/CAA578A315376F3964FC0CF5260A05FAD2E3A1CF33C593A3CAFEED9BADE06E43F3E0EAC591B32E8E9F91B062316BE6A4168E71B99839D6D79272FA403B809EEF55C20059E7DBBF077982BAB15D087E30461C16836F78E370DB6E75123846E6786BD728C11AC2F240D06D9F93A447B96BA0345DBBAB20B8C2BED476B0A0CF1A07D11BFC6A17549EADB480406E4E8C58CA72A11B92F2D2293C41BE289371C55828,images/18875779.jpg,,,b''
93,18875778.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--18875778,86000.0,USD,153579.0,,41.0,,45.0,49.0,,2.0,1.0,Muy Bueno,,,-34.62064,-58.41148,https://proxy.sosiva451.com/proxy/76344124D966A42444C82A2F7686A6A80F13882A5243655CC790BDAE0F53992A66323DD53DDA8A225539B079D4799A7A82C20313761EFE3F2FD120620E8B156FCFCF258996F86348DC84F5E1E6DFFF5AB71F13FCA9FA5895CC0D15FA3C85A7BEBACCE4FD3C1CD2FD8D967BE744B0D35381A7404B531C0B5FD61EBE4E20BB2C9AA35B18AC2A4D60C856070B3295F1C53F4441C28688C051CDB2D8E4D0C4420D1A,images/18875778.jpg,,,b''
94,18875770.0,https://www.argenprop.com/departamento-en-venta-en-barracas-2-ambientes--18875770,89000.0,USD,,,39.0,,41.0,5.0,,2.0,1.0,Excelente,,N,-34.65239,-58.38103,https://proxy.sosiva451.com/proxy/D32BD4C35AC5B67800E74EF341897AA87A69266F835FB3DC5AA851DDC95E879B023087CDE9F330BBE365179B5527ED0E00E30D537851CF569340A8BF3798B0D0A570CFBBD1A7F2940E5DD5D2BC28925216E4F44483D2599CB17F7C4D5D79B7A30B6B7BC5F3A601E039CB725BE69EC3C277BD98C1ECFB30E623A1F2F839E32A94414B09F3F41E9CD8129CE94E905568B8739BB6B964F8D20CDF1D88B183D59127,images/18875770.jpg,,,b''
95,18875765.0,https://www.argenprop.com/ph-en-venta-en-barracas-4-ambientes--18875765,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/CCE0C566569F9260C938F5B9944889FDE20368744D7F5CA2FE74C4C8BA1291AF8E4D6A82FDD7ACA1E2E5D0C76617CCBFEC99D8E29EDE03AF958C7BDA3A5B9195562CD1F4783B12CAB32A45D1CF90E08AFF5BDC7BE2F07E28E1E76137DE7C9609F0305864D22AFA3DCC1B39B31C27130EC9C561BFBDC433C665CB9415B52A2C878D44E1ABD8C45428746AEB13A33596ECF3D056F441A85E17C3C0B7946E2EDAA3,images/18875765.jpg,,,b''
96,18875758.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--18875758,59990.0,USD,180000.0,,45.0,,45.0,56.0,,2.0,1.0,Bueno,,,-34.60885,-58.40459,https://proxy.sosiva451.com/proxy/F842CEFC1986979F8F3CDF96A6DF67381953AF9DFF370414F294E4AC2E611F6193CCBD8391B917CFDF7B37BC00FAB31908DF045F4702D6039F2A1EE12DD266F5447245A8FB77400D1AA6552391A7E49A81AB4E13B0A03A886E46B172DF5033A5E0E1380096C004F60FDB345756BEA42997F36C2D4D388778CEC17C5577616428EFD52411AC8F997AECEC7071BBB1FED5217619EFAFE09A7AA5B03E3400D88F47,images/18875758.jpg,,,b''
97,18875757.0,https://www.argenprop.com/departamento-en-venta-en-barracas-2-ambientes--18875757,122000.0,USD,230000.0,,39.0,,47.0,18.0,,2.0,1.0,Excelente,,,-34.64133,-58.37418,https://proxy.sosiva451.com/proxy/76A456F97BF61CDD28925B3340C417ED9F9186190F5929F1FC5D1BD8F8681B6A26729595E2739805A1CBD83A0B602715F1FF388D482D2528D97C88E63A1C56994BD8C2E1CDAD0B40B42DD88D95A0B928124BBF00CE42B4D7F626999F4FD09E692F2414B3A3F994751F2A52A9A5BDD91BB1DDE33CDAC9E0D0CF060697D2B3AD67FF3259E3788E939E3A868E04217DCFB3B8B1FFE2C15B1B1F2D2CDA5A7DF58FDC,images/18875757.jpg,,,b''
98,18875754.0,https://www.argenprop.com/ph-en-venta-en-constitucion-4-ambientes--18875754,90000.0,USD,,,64.0,,64.0,44.0,,4.0,,,,,-34.61893,-58.38816,https://proxy.sosiva451.com/proxy/9508110E313E72B9D1CC9EDD47B841F322BD5CD2F2EFF10B7D192211069B72F80B102CCDA1D3361A59AE9F6695B2F5842F46A358622A9D8AC44314708B863C0C1CBF6C6ACFACBCCDADA38D322B9DBB398DA8A2DE978CDE0B36230C34576D095343521B37E5433D45EB2DDC45499D6B5F035ED47BE20FEFF67096EF6B672B9102908556A92530277B6BD1414C0F886482224497D5268FDC34CA7AE0F0133E4702,images/18875754.jpg,,,b''
99,18875753.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-2-ambientes--18875753,159000.0,USD,135000.0,,49.0,,73.0,36.0,,2.0,1.0,,,,-34.59476,-58.39473,https://proxy.sosiva451.com/proxy/DC28D8F6C6FBC81913776698ECA91341165215A33C0584BB85BC4630F20FDC785247007A5E09D4041726BB751E52B6D292D8A34C0EF12D7B8E246F1332EE72EAB4388879B6416169ACADBD9155D3F358878A5DF33EE5BC81E460B872E1B9295709A52C4EF6C2E535211FB5CF40C5C3885A1AC904406345CEB3AE597407DBE442199B82DAD5BA2D7A2D0580CDA7ABB509F01566229EC631664F269DA3F6DBF0F1,images/18875753.jpg,,,b''
100,18875741.0,https://www.argenprop.com/ph-en-venta-en-velez-sarsfield-5-ambientes--18875741,170000.0,USD,,,88.0,91.0,179.0,76.0,,5.0,,Bueno,Frente,S,-34.62831,-58.49342,https://proxy.sosiva451.com/proxy/61D4A1C827012A08FE2E95B6C8B3E1FE78E2FE5C0D7BACA1E539CA9318ADD3BC7BB4E650C50BFD153A4D6E5FB1671839E835643EAD41A8D08B82D25FC023B90ECA4420203354E8DD35FDCE8D7B5EA51C2EE2D6199A4516ECAE856DC96B63B4131368FD362BA49884E91499E7D773C095EC37CCD992F3DF0D339221BE0B576C4318127C470255954405DA076035977BA185C749EB4E7CC7FD8606E9F6CFA0B690,images/18875741.jpg,,,b''
101,18875740.0,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18875740,115000.0,USD,100000.0,,44.0,5.0,50.0,56.0,,3.0,1.0,Excelente,,E,-34.60442,-58.42648,https://proxy.sosiva451.com/proxy/1D01E42F14823001BE0E7D6CC16EE25D172C5F63D2C4AFEDFC373A72114846E0C1EA5B8FB3DD6DA17DFD5CD4E0AF98DA09608FA1EA6A475D734F922A3C9E3D2BD837AE8ADB293DCE22130A32B7967A52A339D36E83DB325F53FDF690E483E55FAEA313B10C8406CA5A4787F15C5E2DD8DB4C18C8B702E29C5CFFAD568BC5195825F75BE7713FD650E1BFC21B1BF857595CB43468E957999B158257C86FC72848,images/18875740.jpg,,,b''
102,18875818.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-2-ambientes--18875818,115000.0,USD,87000.0,,29.0,,33.0,42.0,,2.0,1.0,,,,-34.55172,-58.45277,https://proxy.sosiva451.com/proxy/BEE9CA7CD671747CE9D5C3619BEDB8D6754C9C55BCC050B46D54DC5C309BC67FE147B421E444516AADAA9B18AAD060AEA92C9729A26FA231636E678D4D0C43D3FA8373BACD7AE1BE292D53ED41CEC53CD169981C7DA0089978196A177B169C318250372D99114C9312724AFE9E774A80395CB2B70C317F61302E0E7428C7DA971D956DDF52298FEFB8E3EAF64742BAA57B46F04BE5244CA68016504E2146E039,images/18875818.jpg,,,b''
103,18875812.0,https://www.argenprop.com/departamento-en-venta-en-flores-4-ambientes--18875812,225000.0,USD,260000.0,Semipiso,115.0,13.0,133.0,46.0,,4.0,2.0,Excelente,Frente,,-34.62719,-58.45488,https://proxy.sosiva451.com/proxy/213EBCB751ACA2FBC876FAD7241EAB8C3DD1CA5ECB15FD08A362CB44E14704BBDF803A95271F6DF20F0FAF794465177C2780BF17CC86C6228EDA839833ED40CD9AE39A2CD9467C599BA61CD7ECB7A62B722613D068BE1A4FCD87C0B8CC6F044F2F3608C122B95AF4E61DE9C04B6E384C7DDD1120FFFE622C091A8C19BB053B8A8EB0CF0E4DC063D3D4474E434D3EF198098273F857D9AEAFFBA7165244564857,images/18875812.jpg,,,b''
104,18875810.0,https://www.argenprop.com/departamento-en-venta-en-saavedra-2-ambientes--18875810,138000.0,USD,170000.0,,45.0,37.0,89.0,13.0,,2.0,1.0,Muy Bueno,,,-34.56145,-58.48825,https://proxy.sosiva451.com/proxy/3D3F67310F8DCB05C99CE73034AB6782902D0500B0F4B131335EFE3AE0317251B8A77C38FC46C4C9399076464FC6402DF03F70FB64EF827D9ED4599C6A5D8CF3F750F856E889F7ECE6CF601528B0C986D5D94197AE4196597EE7DF5E3E81D30BD6598E41E9CE924699A5F6486B3498FDCF06EC99FD87EBAB17CEB46164FC509268C73E3DA62CE964DA6A721081D8BEB32DFDA14B43B1BE9171E96A0F17D8722E,images/18875810.jpg,,,b''
105,18875807.0,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--18875807,75000.0,USD,160000.0,,42.0,,44.0,7.0,,1.0,1.0,Excelente,,,-34.62071,-58.41367,https://proxy.sosiva451.com/proxy/37637C6796A497532C69408F824DC53F6CBF8941B6A4E46DD99A25708E8ABEE5038E09F7C90A4EA896453837FA59A5645DF1E4B3F734816E612513BCA26415C3569D47D012B3654D7E8A1A6F21A5F9C1CB1E015C67D00F5BE56AF25A3ACF85A8BCF86041D2896DBE7F106181AA0E44C5B4A4EE4D94704B5069C6CD012EFD1A244B1CB919C3129B8404C41057220C9BAFF7ECE7F2376E528430A681345BA3CE4F,images/18875807.jpg,,,b''
106,18875803.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18875803,280000.0,USD,,Semipiso,129.0,,138.0,46.0,,4.0,3.0,Excelente,Contrafrente,N,-34.59476,-58.40054,https://proxy.sosiva451.com/proxy/35CD0CBF39E77F3BE5F736EFC3CF31AA338DDA0562BAFA002321B6166F5E39C42EB314694A32378E3CAB1332BA3CD5BA3227147723CDFF12615FB5E7EC17FB9A5B05870329D61074012F097404EFEB6009323989851D3AFE7DADF92A1566BE8BFAA24367D2A963C3ECB74A4C1677577A5C476EB580F5EEDD1B2FAB7FED6281B3B8C008A3FE541368C067E03BDDD3588DFB261002E84D62C98A3349D19E56B8E9,images/18875803.jpg,,,b''
107,18875798.0,https://www.argenprop.com/ph-en-venta-en-saavedra-4-ambientes--18875798,220000.0,USD,,,135.0,42.0,177.0,29.0,,4.0,,,,,-34.55543,-58.48958,https://proxy.sosiva451.com/proxy/DC6F0762F6082A8DBD5C9BE8FD63795097FF39EBD4821611E38C2D4A4FB6237DA12CC14726588FA0037EB7ECBD7873E5111D62F5ADFFF9800ADE7D1572E0B4E9DEBEE1F10A194838A48301F1BFB9F462ACD446090AC03272A5757DCBC3210B20E02956C7BDDE41331BA0DE8FCEBBD2F5A9F8E12299574639EBD6051C52A5EFF2294E996F29EC63016319ACF6C61CE6A7766F7356FD1D8A547977AD6D158A7A02,images/18875798.jpg,,,b''
108,8895719.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-6-ambientes--8895719,1200000.0,USD,150000.0,Piso,451.0,,566.0,35.0,,6.0,5.0,Excelente,Frente,,-34.59792,-58.5135,https://proxy.sosiva451.com/proxy/CB93F8BD02FD9CEB7FF6B786042807A0FECBCD18BC5601B187B6052B159998863F1EF0F202E5A00AA0E2F94C74359612BD2310A4549CFE0145801575F9956E5BA825B7B8F2A7A21F450C54893E82E22EA0378B18F8723D2CDED7903BA643738A,images/8895719.jpg,,,b''
109,18875786.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-4-ambientes--18875786,210000.0,USD,305221.0,,76.0,20.0,98.0,50.0,,4.0,1.0,Bueno,,,-34.57993,-58.48706,https://proxy.sosiva451.com/proxy/2EFD7240E58A7572BCA61FC6471338C364A591C60B2C18D54832B312F41E9BFE1F0240856EE0DD3CC939B5F29766DD1584C60B7F0FF8006A4E243878104AA9DCB3C7838CC78D1F401BB33B42DD3ACDD9B856FD1564A4ACBF1C62C5BEB8B93EDA28B6E01ACF76CECC0D8F3AD3119E90E67B0E83A66ECCAD65F8738DCD24E31D772D0BACF1DE668BE205B989DCF8DA9CBE40F1DFD5C96B33154DF60C56A8F7C1D2,images/18875786.jpg,,,b''
110,18803611.0,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-2-ambientes--18803611,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/0030051ECB636572D2D6E5800F8F6E14923279805B0DC9CAF366F012A3149A8BC9EF84B4BDDB8A8092D343DD2568B17FABEE069B6346175CB0FB3D79A1628AC530FA475A4C7B6E66C4E589ADDB9447614D7E7D4DAF7C7F95609CF5093466D958,images/18803611.jpg,,,b''
111,18875784.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18875784,199000.0,USD,350000.0,,63.0,,72.0,13.0,,3.0,2.0,Excelente,Contrafrente,N,-34.63041,-58.451,https://proxy.sosiva451.com/proxy/CA202D9AEC00B708F2F7703D08C249EAF5CDD59FFEFED7021DE81F03389D0D1C75AB636F700495907380F71306589A6ADC9A7E918431B6BDA2F645C6AD9E2C9B96F9D7172DB2E94D1217C00363BF34A06E91B93BDC932FC9E217FF68EE9E24E635F66A7CCA28D49504886A7BB7E37D6881C6E357F9D078E43AEEB4AD368495043E30ABD9891782800C47961902DECF36DFCADAC2DF84D9DCBB2C3823B8237F50,images/18875784.jpg,,,b''
112,15848888.0,https://www.argenprop.com/ph-en-venta-en-almagro-sur-1-ambiente--15848888,150000.0,USD,,,80.0,20.0,100.0,80.0,,1.0,,Muy Bueno,Interno,N,-34.61728,-58.42577,https://proxy.sosiva451.com/proxy/DBCEF10F14F03941B25A13790AA5FF646B78FE920B469A3E81BAE343C05BC3DECB5766CFD2C97C91BC2BA7065B15D5AF3746075601D82ABC5051B01FE1A85523B535F6AB05E62475CF53F12927E4E483BD898C9972B0CBD129B49C2C594300A1,images/15848888.jpg,,,b''
113,18129889.0,https://www.argenprop.com/ph-en-venta-en-parque-chacabuco-4-ambientes--18129889,140000.0,USD,,,89.0,17.0,106.0,,,4.0,,Muy Bueno,Interno,E,-34.63555,-58.43577,https://proxy.sosiva451.com/proxy/11700B257DCB8AB8F9125E97E4370AE4045F1466D34DADB353E772ECDEBD7270F7D5C323056BB5399A1D2A266F1ADA7AA0513005CAD054FBF8224BC2F0F616700E9C04380009B2D75404847CA81ACDB5D7149E780154ACB5C632CDCD128E5BBB,images/18129889.jpg,,,b''
114,13609450.0,https://www.argenprop.com/casa-en-venta-en-almagro-5-ambientes--13609450,600000.0,USD,,Casa,340.0,150.0,490.0,70.0,,5.0,4.0,Muy Bueno,,E,-34.61987,-58.42731,https://proxy.sosiva451.com/proxy/2AB7E30E1563A7ABB27D6873AA32070F2DEBE8423587A2BED3C1E507F182011A7DCF60BC3CE4F9931EF9B4AB69B252F674979A4516155796049785FAA8B89C9E344B0A23C6036599ECFFE8D834249FBD670C9BF52C72B9527FEC006CA3F899BD,images/13609450.jpg,,,b''
115,18673995.0,https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18673995,170000.0,USD,140000.0,Semipiso,61.0,37.0,98.0,20.0,,4.0,1.0,Muy Bueno,Frente,SE,-34.61216,-58.43365,https://proxy.sosiva451.com/proxy/F3E549690FEE562C8E2F323C6B1739E8C1E938DEF4D881672B101BD50FFB7BCB805F2935F44DD387C6173EAE842ECA0364615081A2D9FBAE450FFC87C3F3424E39D31B647068DD945F5DDAFC045E50F0B3966FB11F3FD1D5ED6CC3632991F596,images/18673995.jpg,,,b''
