id,url,precio,expensas,area_m2,dormitorios,antiguedad,puntaje_arg_prop,imagen_path,image_url,lat,lon,valido_desde
18804751,https://www.argenprop.com/departamento-en-alquiler-en-microcentro-2-ambientes--18804751,"('$', 450000.0)",0.0,38.0,1 dorm.,55.0,0,images/18804751.jpg,https://www.argenprop.com/static-content/15740881/ab29c368-7cd8-4a11-a014-11e3e767c29e_u_small.jpg,-34.60426,-58.37798,2026-01-26 19:36:28.608872
18883388,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--18883388,"('$', 600000.0)",125000.0,28.0,,6.0,0,images/18883388.jpg,https://www.argenprop.com/static-content/88338881/ffc0bb86-7953-4509-a669-b3f2f77dbdfd_u_small.jpg,-34.59489,-58.44053,2026-01-26 19:36:28.608872
18909951,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo--18909951,"('$', 580000.0)",106000.0,28.0,,,0,images/18909951.jpg,https://www.argenprop.com/static-content/15990981/963613a7-20ff-4bb2-9e60-ab4d2e606be7_u_small.jpg,-34.59489,-58.44053,2026-01-26 19:36:28.608872
18919731,https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-1-ambiente--18919731,"('$', 600000.0)",120000.0,32.0,,25.0,1,images/18919731.jpg,https://www.argenprop.com/static-content/13791981/f89f978e-428f-4767-b8fd-b6dc9c1d6e31_u_small.jpg,-34.58134,-58.49229,2026-01-26 19:36:28.608872
18571404,https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--18571404,"('$', 590000.0)",498000.0,44.33,1 dorm.,10.0,1,images/18571404.jpg,https://www.argenprop.com/static-content/40417581/1cf837e5-27ee-401a-9ae8-469cfffc85bd_u_small.jpg,-34.63772,-58.37355,2026-01-26 19:36:28.608872
18900743,https://www.argenprop.com/departamento-en-alquiler-en-barrio-san-pedro-3-ambientes--18900743,"('$', 1250000.0)",90000.0,60.0,2 dorm.,20.0,993,images/18900743.jpg,https://www.argenprop.com/static-content/34700981/1f008597-2f31-4a8a-a66a-bbfa7ea49c3a_u_small.jpg,-34.5945,-58.50635,2026-01-26 19:36:28.608872
18881082,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-1-ambiente--18881082,"('$', 450000.0)",150000.0,30.0,1 dorm.,40.0,0,images/18881082.jpg,https://www.argenprop.com/static-content/28018881/31ffae5e-cdb6-4ca1-85e5-801ad0b25198_u_small.jpg,-34.600872,-58.378136,2026-01-26 19:36:28.624902
18919748,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18919748,"('$', 750000.0)",150000.0,41.48,1 dorm.,23.0,0,images/18919748.jpg,https://www.argenprop.com/static-content/84791981/e699f9cd-24a0-4240-9b43-cf6a383cbc6b_u_small.jpg,-34.55928,-58.46072,2026-01-26 19:36:28.624902
17937578,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--17937578,"('usd', 1200.0)",0.0,70.0,2 dorm.,,0,images/17937578.jpg,https://www.argenprop.com/static-content/87573971/c9d501ab-0cbf-43e5-a0e1-430df81da479_u_small.jpg,-34.59243,-58.40765,2026-01-26 19:36:28.624902
18919738,https://www.argenprop.com/departamento-en-alquiler-en-flores-norte-3-ambientes--18919738,"('$', 800000.0)",200000.0,60.0,2 dorm.,60.0,2,images/18919738.jpg,https://www.argenprop.com/static-content/83791981/ba56d26c-b740-494e-9931-c17bd332ddfa_u_small.jpg,-34.61728,-58.46647,2026-01-26 19:36:28.624902
18796602,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-1-ambiente--18796602,"('$', 600000.0)",200000.0,30.0,1 dorm.,8.0,1,images/18796602.jpg,https://www.argenprop.com/static-content/20669781/cbc6fbbf-1e3f-489e-9cf8-4f11ec88e243_u_small.jpg,-34.6049,-58.38947,2026-01-26 19:36:28.624902
18901391,https://www.argenprop.com/departamento-en-alquiler-en-lomas-de-nunez-2-ambientes--18901391,"('$', 700000.0)",157000.0,46.0,1 dorm.,35.0,0,images/18901391.jpg,https://www.argenprop.com/static-content/19310981/77b827b3-a54b-4495-b0a0-dd4c26679f4c_u_small.jpg,-34.539635,-58.47589,2026-01-26 19:36:28.624902
18571559,https://www.argenprop.com/departamento-en-alquiler-en-nunez-2-ambientes--18571559,"('usd', 1100.0)",475000.0,45.0,1 dorm.,2.0,77,images/18571559.jpg,https://www.argenprop.com/static-content/95517581/cb9c7bdc-0d49-437f-812a-edf9b1359e6f_u_small.jpg,-34.54325,-58.46313,2026-01-26 19:36:28.624902
12122767,https://www.argenprop.com/departamento-en-alquiler-en-caballito-norte-3-ambientes--12122767,"('$', 700000.0)",205000.0,60.0,2 dorm.,50.0,200,images/12122767.jpg,https://www.argenprop.com/static-content/76722121/c6a87a42-6576-4429-9875-a45c6bd7c0a8_u_small.jpg,-34.61511,-58.42956,2026-01-26 19:36:28.624902
18835132,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--18835132,"('$', 450000.0)",112000.0,36.0,,,720,images/18835132.jpg,https://www.argenprop.com/static-content/23153881/77b90343-add6-473e-9e8d-d1f8b4dace87_u_small.jpg,-34.56319,-58.45606,2026-01-26 19:36:28.624902
18919662,https://www.argenprop.com/departamento-en-alquiler-en-monserrat-1-ambiente--18919662,"('$', 360000.0)",121500.0,24.0,,55.0,2,images/18919662.jpg,https://www.argenprop.com/static-content/26691981/5b4bf35c-8d07-4527-9fe8-78b1cb504bf2_u_small.jpg,-34.61607,-58.39066,2026-01-26 19:36:28.624902
17029731,https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--17029731,"('$', 1350000.0)",210000.0,75.0,2 dorm.,57.0,1,images/17029731.jpg,https://www.argenprop.com/static-content/13792071/0a06cec7-b345-4652-bc9f-64fb3e6de190_u_small.jpg,-34.62847,-58.43627,2026-01-26 19:36:28.624902
18919650,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18919650,"('$', 750000.0)",120000.0,30.0,1 dorm.,50.0,0,images/18919650.jpg,https://www.argenprop.com/static-content/05691981/b46dad78-6f7a-4ecd-9215-df97784c6e31_u_small.jpg,-34.61784,-58.428856,2026-01-26 19:36:28.624902
