idx,id,valido_desde,valido_hasta,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,cocheras,latitud,longitud,image_url,imagen_path,dormitorios,geometry,index_right,barrio,comuna,antiguedad_cat,estado_num,log_precio
2128,18445578.0,2026-02-05 01:14:45.825753,,https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-1-ambiente--18445578,1084000.0,ARS,315000.0,,38.0,0.0,38.0,38.8125,,1.0,1.0,Muy Bueno,Lateral,S,0.0,-34.612797,-58.367764,https://www.argenprop.com/static-content/87554481/942da15f-f3cf-4892-9fb9-0955d1d69057_u_small.jpg,images/18445578.jpg,,POINT (-6497469.767221964 -4111385.5103086075),16.0,Monserrat,1.0,39,4,13.896168460981729
2296,18681302.0,2026-02-05 01:14:46.391731,,https://www.argenprop.com/departamento-en-alquiler-en-caballito-sur-2-ambientes--18681302,650000.0,ARS,137000.0,Departamento,50.0,3.0,53.0,45.0,,2.0,1.0,Muy Bueno,Frente,,0.0,-34.62733,-58.43732,https://www.argenprop.com/static-content/20318681/c0681fa2-332c-4fa0-b72d-d076f9baee48_u_small.jpg,images/18681302.jpg,,POINT (-6505212.705723582 -4113351.4022743036),7.0,Caballito,6.0,45,4,13.38472764187182
