id,url,precio,expensas,area_m2,dormitorios,antiguedad,puntaje_arg_prop,imagen_path,image_url,lat,lon,valido_desde,valido_hasta,geometry,index_right,barrio,comuna,ambientes,moneda
18684794,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--18684794,600000.0,270000.0,32.0,1 dorm.,27.0,203.0,images/18684794.jpg,https://www.argenprop.com/static-content/49748681/b516ea2f-3448-477c-9de3-886b621e9503_u_small.jpg,-34.59119,-58.40595,2026-01-27 19:05:20.636338,,POINT (371065.29410470265 6171392.687917162),27.0,Recoleta,2.0,2,$
16545820,https://www.argenprop.com/departamento-en-alquiler-en-monserrat-1-ambiente--16545820,500000.0,180000.0,35.0,0,55.0,200.0,images/16545820.jpg,https://www.argenprop.com/static-content/02854561/73759e0c-1160-47d3-a42c-cf0fdb877bf6_u_small.jpg,-34.60592,-58.39334,2026-01-27 19:05:20.636338,,POINT (372244.3563431568 6169775.163944725),2.0,Balvanera,3.0,1,$
18450247,https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--18450247,500000.0,80000.0,41.0,1 dorm.,0.0,200.0,images/18450247.jpg,https://www.argenprop.com/static-content/74205481/45970b25-802f-45ef-adb4-ab3321e25433_u_small.jpg,-34.632,-58.45958,2026-01-27 19:05:20.636338,2026-02-01 20:31:28.157961,POINT (366212.2052138287 6166796.936176259),12.0,Flores,7.0,2,$
5333751,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--5333751,480000.0,185000.0,34.36,0,15.0,200.0,images/5333751.jpg,https://www.argenprop.com/static-content/1573335/4539affc-8b7b-4894-942c-99b22328692a_u_small.jpg,-34.61568,-58.41793,2026-01-27 19:05:20.636338,,POINT (370004.748581122 6168661.345039983),1.0,Almagro,5.0,1,$
18533781,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--18533781,600000.0,100000.0,36.0,1 dorm.,40.0,200.0,images/18533781.jpg,https://www.argenprop.com/static-content/18733581/00b72b12-1747-438c-a7cc-1e6c79ab2d96_u_small.jpg,-34.61583,-58.39794,2026-01-27 19:05:20.636338,,POINT (371837.78531035053 6168670.299629342),2.0,Balvanera,3.0,2,$
18694351,https://www.argenprop.com/departamento-en-alquiler-en-flores-4-ambientes--18694351,800000.0,200000.0,81.0,3 dorm.,50.0,200.0,images/18694351.jpg,https://www.argenprop.com/static-content/15349681/9de68f47-e8a6-4a32-abab-7e7d2bea02f2_u_small.jpg,-34.62577,-58.46751,2026-01-27 19:05:20.636338,,POINT (365475.21177951305 6167477.303298496),12.0,Flores,7.0,4,$
18722825,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18722825,650000.0,200000.0,72.0,2 dorm.,60.0,200.0,images/18722825.jpg,https://www.argenprop.com/static-content/52822781/c5bf9d9b-472f-441e-a58d-bfc260b127d4_u_small.jpg,-34.62532,-58.45613,2026-01-27 19:05:20.636338,,POINT (366517.76172221906 6167542.337051908),12.0,Flores,7.0,3,$
18729531,https://www.argenprop.com/departamento-en-alquiler-en-flores-4-ambientes--18729531,650000.0,200000.0,72.0,3 dorm.,60.0,200.0,images/18729531.jpg,https://www.argenprop.com/static-content/13592781/2ab31ce1-df9c-4038-91cd-7ebf93adc0e4_u_small.jpg,-34.62532,-58.45613,2026-01-27 19:05:20.636338,,POINT (366517.76172221906 6167542.337051908),12.0,Flores,7.0,4,$
18790144,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18790144,450000.0,55000.0,27.0,0,0.0,200.0,images/18790144.jpg,https://www.argenprop.com/static-content/44109781/7c532df9-2fbf-488c-84bb-30e1c2d73053_u_small.jpg,-34.61451,-58.43666,2026-01-27 19:05:20.636338,2026-02-01 20:36:33.437379,POINT (368285.6132845088 6168766.793273261),7.0,Caballito,6.0,1,$
18661269,https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--18661269,550000.0,130000.0,35.0,1 dorm.,40.0,190.0,images/18661269.jpg,https://www.argenprop.com/static-content/96216681/e2e042a8-23a5-4d5b-bbec-a822c9c47a8c_u_small.jpg,-34.6325,-58.485725,2026-01-27 19:05:20.636338,2026-02-01 20:39:11.272068,POINT (363816.33355588105 6166706.468812039),33.0,Velez Sarsfield,10.0,2,$
18778914,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-3-ambientes--18778914,500000.0,200000.0,65.0,2 dorm.,0.0,182.0,images/18778914.jpg,https://www.argenprop.com/static-content/41987781/47fd90ac-bbff-471c-a634-52e68c461fa7_u_small.jpg,-34.62523,-58.39271,2026-01-27 19:05:20.636338,2026-02-01 20:40:29.145678,POINT (372331.7014020368 6167634.465496397),30.0,San Cristobal,3.0,3,$
18778936,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--18778936,500000.0,80000.0,32.0,0,2.0,182.0,images/18778936.jpg,https://www.argenprop.com/static-content/63987781/602de52f-b41b-4094-987c-ad22c31d6b22_u_small.jpg,-34.6223,-58.39822,2026-01-27 19:05:20.636338,,POINT (371822.0631590755 6167952.41392648),30.0,San Cristobal,3.0,1,$
18506458,https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--18506458,600000.0,135000.0,50.0,1 dorm.,45.0,181.0,images/18506458.jpg,https://www.argenprop.com/static-content/85460581/2843e2e7-3d3b-4833-9da8-7b0d256f1d81_u_small.jpg,-34.629826,-58.485546,2026-01-27 19:05:20.636338,,POINT (363828.37170829374 6167003.264678579),13.0,Floresta,10.0,2,$
18304360,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--18304360,550000.0,150000.0,30.5,0,8.0,180.0,images/18304360.jpg,https://www.argenprop.com/static-content/06340381/c4095116-5496-4602-8409-329cca27035e_u_small.jpg,-34.61255,-58.41915,2026-01-27 19:05:20.636338,2026-02-01 20:41:07.925823,POINT (369888.00634544773 6169006.892641952),1.0,Almagro,5.0,1,$
12804614,https://www.argenprop.com/departamento-en-alquiler-en-parque-patricios--12804614,500000.0,0.0,44.0,0,2.0,176.0,images/12804614.jpg,https://www.argenprop.com/static-content/41640821/fcadfef6-17e7-4c29-881c-6a609a4005b1_u_small.jpg,-34.63074,-58.391964,2026-01-27 19:05:20.636338,,POINT (372408.52879359573 6167024.3449711315),24.0,Parque Patricios,4.0,1,$
18537399,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--18537399,390000.0,90000.0,28.0,0,45.0,176.0,images/18537399.jpg,https://www.argenprop.com/static-content/99373581/84bf5af1-b09c-4e8c-8d15-6fdb9e82f0c0_u_small.jpg,-34.612,-58.41642,2026-01-27 19:05:20.636338,,POINT (370137.4626283217 6169071.407389229),1.0,Almagro,5.0,1,$
18362728,https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--18362728,650000.0,270000.0,38.0,1 dorm.,0.0,175.0,images/18362728.jpg,https://www.argenprop.com/static-content/82726381/13d987c4-b2f5-49bf-9e21-7032cf173d30_u_small.jpg,-34.633938,-58.46575,2026-01-27 19:05:20.636338,2026-02-01 20:46:46.263341,POINT (365649.73317182926 6166573.799832098),12.0,Flores,7.0,2,$
18559299,https://www.argenprop.com/departamento-en-alquiler-en-paternal-2-ambientes--18559299,460000.0,80000.0,30.0,1 dorm.,16.25,175.0,images/18559299.jpg,https://www.argenprop.com/static-content/99295581/703f119f-32e4-442e-9fe0-910aa028948f_u_small.jpg,-34.605217,-58.472622,2026-01-27 19:05:20.636338,2026-02-01 20:47:31.735693,POINT (364973.27699529636 6169749.843881179),38.0,Villa Gral. Mitre,11.0,2,$
18378520,https://www.argenprop.com/departamento-en-alquiler-en-chacarita-2-ambientes--18378520,675000.0,150000.0,50.0,1 dorm.,10.0,171.0,images/18378520.jpg,https://www.argenprop.com/static-content/02587381/ea7df923-eccb-45d2-a18f-5431fe1f1a17_u_small.jpg,-34.58085,-58.45892,2026-01-27 19:05:20.636338,2026-02-01 20:49:47.106957,POINT (366190.6550055066 6172470.443178673),8.0,Chacarita,15.0,2,$
6499517,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--6499517,700000.0,90000.0,52.0,2 dorm.,50.0,138.0,images/6499517.jpg,https://www.argenprop.com/static-content/7159946/ea734dfa-c885-408c-b5ff-429b150a0642_u_small.jpg,-34.631424,-58.461975,2026-01-27 19:05:20.636338,,POINT (365991.73158415046 6166857.634199809),12.0,Flores,7.0,3,$
18508807,https://www.argenprop.com/departamento-en-alquiler-en-flores-norte-1-ambiente--18508807,650000.0,0.0,35.0,0,29.0,136.0,images/18508807.jpg,https://www.argenprop.com/static-content/70880581/ac7c4080-be12-4d92-8e61-8c8fbe63d30c_u_small.jpg,-34.6237,-58.4636,2026-01-27 19:05:20.636338,,POINT (365830.33165076317 6167712.081976783),12.0,Flores,7.0,1,$
18409124,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--18409124,400000.0,100000.0,20.0,0,10.0,135.0,images/18409124.jpg,https://www.argenprop.com/static-content/42190481/4b9fcd0d-709c-4c41-9e70-7d453937739f_u_small.jpg,-34.61862,-58.39861,2026-01-27 19:05:20.636338,,POINT (371780.64738833986 6168360.0339780655),30.0,San Cristobal,3.0,1,$
18549375,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18549375,700000.0,217000.0,68.0,2 dorm.,27.255555555555556,120.0,images/18549375.jpg,https://www.argenprop.com/static-content/57394581/16109ac2-14e4-4d3c-81cc-c69b9d7b9d32_u_small.jpg,-34.62829,-58.45685,2026-01-27 19:05:20.636338,,POINT (366456.51482947066 6167212.003927888),12.0,Flores,7.0,3,$
18780149,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--18780149,390000.0,110000.0,32.0,0,0.0,116.0,images/18780149.jpg,https://www.argenprop.com/static-content/94108781/e0ac9af0-7cdb-4ac7-b0b9-5a8d6e72ba58_u_small.jpg,-34.61224,-58.41649,2026-01-27 19:05:20.636338,2026-02-01 21:00:24.957644,POINT (370131.4181495213 6169044.700944763),1.0,Almagro,5.0,1,$
12465891,https://www.argenprop.com/departamento-en-alquiler-en-floresta-1-ambiente--12465891,440000.0,150000.0,33.0,0,0.0,115.0,images/12465891.jpg,https://www.argenprop.com/static-content/19856421/4a38963a-7fb5-488f-9d19-dee1e8333ee0_u_small.jpg,-34.63527,-58.48439,2026-01-27 19:05:20.636338,,POINT (363943.23558396765 6166401.071106728),33.0,Velez Sarsfield,10.0,1,$
12013347,https://www.argenprop.com/departamento-en-alquiler-en-paternal-2-ambientes--12013347,470000.0,100000.0,35.0,1 dorm.,1.3333333333333333,115.0,images/12013347.jpg,https://www.argenprop.com/static-content/74331021/a23007b5-b754-44c7-8e3a-e7250b74777e_u_small.jpg,-34.60112,-58.47329,2026-01-27 19:05:20.636338,2026-02-01 21:00:54.989565,POINT (364905.38594769617 6170203.315178134),25.0,Paternal,15.0,2,$
18165321,https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--18165321,400000.0,120000.0,39.0,1 dorm.,45.0,112.0,images/18165321.jpg,https://www.argenprop.com/static-content/12356181/5a6e00d0-ede5-437e-93af-dc7a11d059c0_u_small.jpg,-34.62426,-58.46527,2026-01-27 19:05:20.636338,2026-02-01 21:01:06.195594,POINT (365678.13180410676 6167647.752799222),12.0,Flores,7.0,2,$
18780691,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18780691,750000.0,94000.0,40.0,1 dorm.,27.255555555555556,111.0,images/18780691.jpg,https://www.argenprop.com/static-content/19608781/686e4e16-4d19-41e0-91a3-a60d3daaa90e_u_small.jpg,-34.6265,-58.45531,2026-01-27 19:05:20.636338,2026-02-01 21:01:37.526533,POINT (366594.82535681047 6167412.558010858),12.0,Flores,7.0,2,$
17896192,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--17896192,730000.0,122000.0,51.0,2 dorm.,0.0,110.0,images/17896192.jpg,https://www.argenprop.com/static-content/29169871/e2035a8e-e83c-4b00-a3f2-485237363c4e_u_small.jpg,-34.62745,-58.46366,2026-01-27 19:05:20.636338,2026-02-01 21:01:42.383174,POINT (365830.8689819921 6167296.118537188),12.0,Flores,7.0,3,$
12786663,https://www.argenprop.com/departamento-en-alquiler-en-microcentro-1-ambiente--12786663,330000.0,130000.0,25.0,0,50.0,105.0,images/12786663.jpg,https://www.argenprop.com/static-content/36668721/fb1c0e3e-ad32-4bdc-aa0a-9be093272005_u_small.jpg,-34.60776,-58.3765,2026-01-27 19:05:20.636338,2026-02-01 21:02:59.545048,POINT (373791.311322668 6169592.309056085),31.0,San Nicolas,1.0,1,$
18114979,https://www.argenprop.com/departamento-en-alquiler-en-microcentro-1-ambiente--18114979,550000.0,0.0,33.0,0,43.369565217391305,105.0,images/18114979.jpg,https://www.argenprop.com/static-content/97941181/b059d0df-8df6-4973-8ee9-a521e02956ca_u_small.jpg,-34.60562,-58.37663,2026-01-27 19:05:20.636338,,POINT (373776.1519164282 6169829.473379979),31.0,San Nicolas,1.0,1,$
18528747,https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--18528747,490000.0,130000.0,34.0,1 dorm.,50.0,103.0,images/18528747.jpg,https://www.argenprop.com/static-content/74782581/b1439f21-e9e3-4bdf-97c8-98e4cbc68f31_u_small.jpg,-34.61169,-58.4141,2026-01-27 19:05:20.636338,,POINT (370349.70206538413 6169108.771968732),1.0,Almagro,5.0,2,$
18326481,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18326481,700000.0,200000.0,62.0,2 dorm.,50.0,101.0,images/18326481.jpg,https://www.argenprop.com/static-content/18462381/a03ef968-c5b9-4ed1-b9d2-3bf474d3d880_u_small.jpg,-34.62775,-58.46075,2026-01-27 19:05:20.636338,,POINT (366098.1223432082 6167266.717313644),12.0,Flores,7.0,3,$
18295183,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--18295183,500000.0,140000.0,40.0,0,0.0,100.0,images/18295183.jpg,https://www.argenprop.com/static-content/38159281/772dd0df-6eea-4ab7-9035-c589b8cf069d_u_small.jpg,-34.61867,-58.39905,2026-01-27 19:05:20.636338,2026-02-01 21:07:57.567326,POINT (371740.38389991515 6168353.929292435),30.0,San Cristobal,3.0,1,$
16391684,https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--16391684,550000.0,84000.0,56.54,1 dorm.,33.39080459770115,100.0,images/16391684.jpg,https://www.argenprop.com/static-content/48619361/db0859f4-3008-4fdd-842d-e083c1423a2f_u_small.jpg,-34.61149,-58.41183,2026-01-27 19:05:20.636338,,POINT (370557.5292441308 6169133.868320411),2.0,Balvanera,3.0,2,$
18612815,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--18612815,370000.0,120000.0,25.0,0,29.971698113207548,100.0,images/18612815.jpg,https://www.argenprop.com/static-content/51821681/7b4874fd-8ece-4bab-b73d-2367ffaf2e54_u_small.jpg,-34.61076,-58.4145,2026-01-27 19:05:20.636338,2026-02-01 21:10:49.630766,POINT (370311.57923961134 6169211.395735402),1.0,Almagro,5.0,1,$
18621144,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18621144,800000.0,190000.0,60.0,2 dorm.,50.0,100.0,images/18621144.jpg,https://www.argenprop.com/static-content/44112681/1cb35f86-8801-4275-9be7-fdaff8681fd4_u_small.jpg,-34.62975,-58.46046,2026-01-27 19:05:20.636338,2026-02-01 21:11:00.536142,POINT (366127.9211830028 6167045.297936099),12.0,Flores,7.0,3,$
18702005,https://www.argenprop.com/departamento-en-alquiler-en-congreso-2-ambientes--18702005,550000.0,0.0,40.0,1 dorm.,0.0,100.0,images/18702005.jpg,https://www.argenprop.com/static-content/50020781/3a300aec-b8e1-468f-9faa-b51efc3d5409_u_small.jpg,-34.60675,-58.39373,2026-01-27 19:05:20.636338,2026-02-01 21:13:19.862219,POINT (372209.8665371134 6169682.62224312),2.0,Balvanera,3.0,2,$
18770351,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-1-ambiente--18770351,630000.0,220000.0,33.96,0,12.0,100.0,images/18770351.jpg,https://www.argenprop.com/static-content/15307781/ee4b7e99-3b2c-446f-b6d4-d8aad6f12014_u_small.jpg,-34.60196,-58.39658,2026-01-27 19:05:20.636338,,POINT (371941.17861931183 6170210.222125104),2.0,Balvanera,3.0,1,$
8488292,https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--8488292,420000.0,80000.0,35.0,1 dorm.,45.0,100.0,images/8488292.jpg,https://www.argenprop.com/static-content/2928848/477886e9-b7db-4289-a85a-52cd8d1cccf9_u_small.jpg,-34.62506,-58.46381,2026-01-27 19:05:20.636338,,POINT (365813.2691913744 6167560.975376059),12.0,Flores,7.0,2,$
18798786,https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--18798786,580000.0,0.0,38.0,1 dorm.,46.0,100.0,images/18798786.jpg,https://www.argenprop.com/static-content/68789781/093cd5c1-5200-4931-94d8-6189f9233c53_u_small.jpg,-34.60061,-58.4298,2026-01-27 19:05:20.636338,2026-02-01 21:17:30.004317,POINT (368892.738745928 6170317.261999578),1.0,Almagro,5.0,2,$
18688121,https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-2-ambientes--18688121,700000.0,130000.0,43.0,1 dorm.,20.0,100.0,images/18688121.jpg,https://www.argenprop.com/static-content/12188681/b8d67036-0351-4ee2-8226-9eed9368b5f4_u_small.jpg,-34.61663,-58.376015,2026-01-27 19:05:20.636338,,POINT (373849.2047390129 6168609.227929845),32.0,San Telmo,1.0,2,$
18517563,https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--18517563,470000.0,150000.0,37.0,1 dorm.,50.0,96.0,images/18517563.jpg,https://www.argenprop.com/static-content/36571581/e23f0538-a026-4511-b09d-07ee8cde57e5_u_small.jpg,-34.612,-58.41632,2026-01-27 19:05:20.636338,2026-02-01 21:19:28.113808,POINT (370146.63166004885 6169071.536163036),1.0,Almagro,5.0,2,$
18649354,https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--18649354,420000.0,110000.0,31.0,0,15.0,95.0,images/18649354.jpg,https://www.argenprop.com/static-content/45394681/fb4569b4-31c8-4d3a-8446-33e6222171af_u_small.jpg,-34.62891,-58.45808,2026-01-27 19:05:20.636338,,POINT (366344.75162114156 6167141.614280997),12.0,Flores,7.0,1,$
18693885,https://www.argenprop.com/departamento-en-alquiler-en-parque-rivadavia-2-ambientes--18693885,550000.0,115000.0,40.0,1 dorm.,27.273224043715846,90.0,images/18693885.jpg,https://www.argenprop.com/static-content/58839681/0952c785-7f79-4f51-a021-652736f52e1b_u_small.jpg,-34.61617,-58.43599,2026-01-27 19:05:20.636338,2026-02-01 21:20:48.051495,POINT (368349.66572193435 6168583.571544465),7.0,Caballito,6.0,2,$
17530915,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-3-ambientes--17530915,700000.0,250000.0,67.0,2 dorm.,43.369565217391305,86.0,images/17530915.jpg,https://www.argenprop.com/static-content/51903571/0eb1ce80-8c21-4ac7-a8ac-e185f002a5a2_u_small.jpg,-34.601402,-58.380215,2026-01-27 19:05:20.636338,,POINT (373441.01832754735 6170292.759200402),31.0,San Nicolas,1.0,3,$
15811481,https://www.argenprop.com/departamento-en-alquiler-en-monserrat-3-ambientes--15811481,600000.0,145000.0,60.0,2 dorm.,50.0,70.0,images/15811481.jpg,https://www.argenprop.com/static-content/18411851/826c9f5c-e923-474c-9f85-d30178a5bf4a_u_small.jpg,-34.6222,-58.38731,2026-01-27 19:05:20.636338,,POINT (372822.1246474561 6167977.320844615),11.0,Constitucion,1.0,3,$
18152473,https://www.argenprop.com/departamento-en-alquiler-en-retiro--18152473,380000.0,175000.0,33.0,0,40.0,67.0,images/18152473.jpg,https://www.argenprop.com/static-content/37425181/0ec2d90a-004a-4edf-a1d2-56cfe2e6ce3d_u_small.jpg,-34.59873,-58.37915,2026-01-27 19:05:20.636338,,POINT (373534.6292898305 6170590.420781461),28.0,Retiro,1.0,1,$
17702251,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte--17702251,700000.0,100000.0,36.0,1 dorm.,60.0,59.0,images/17702251.jpg,https://www.argenprop.com/static-content/15220771/c9c55a2d-e194-48cb-b10c-9c508ac09e08_u_small.jpg,-34.59887,-58.38105,2026-01-27 19:05:20.636338,,POINT (373360.6034558157 6170572.511134556),28.0,Retiro,1.0,2,$
17015989,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--17015989,600000.0,65000.0,29.0,0,50.0,55.0,images/17015989.jpg,https://www.argenprop.com/static-content/98951071/d1d32c05-bfe2-496c-a6d5-9d3237a1e85c_u_small.jpg,-34.597046,-58.37849,2026-01-27 19:05:20.636338,,POINT (373592.60239073343 6170778.00419181),28.0,Retiro,1.0,1,$
18297432,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-3-ambientes--18297432,650000.0,185000.0,46.0,2 dorm.,50.0,54.0,images/18297432.jpg,https://www.argenprop.com/static-content/23479281/37d9ea7c-dbe2-4c70-bda3-6ffe545a3e9d_u_small.jpg,-34.62207,-58.38884,2026-01-27 19:05:20.636338,2026-02-01 21:41:40.718851,POINT (372681.6576483523 6167989.806850063),11.0,Constitucion,1.0,3,$
18506052,https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--18506052,550000.0,165000.0,38.0,1 dorm.,13.0,53.0,images/18506052.jpg,https://www.argenprop.com/static-content/25060581/1e6b3627-79ed-4d1d-a62d-2d4c037ec290_u_small.jpg,-34.62229,-58.38644,2026-01-27 19:05:20.636338,2026-02-01 21:42:05.474239,POINT (372902.02234944893 6167968.4368995465),11.0,Constitucion,1.0,2,$
18297553,https://www.argenprop.com/departamento-en-alquiler-en-constitucion-3-ambientes--18297553,550000.0,160000.0,50.0,2 dorm.,70.0,53.0,images/18297553.jpg,https://www.argenprop.com/static-content/35579281/5fddbd96-44ba-43d2-8d45-d8659d8881ca_u_small.jpg,-34.6255,-58.38448,2026-01-27 19:05:20.636338,,POINT (373086.60088674334 6167614.914201088),11.0,Constitucion,1.0,3,$
10754715,https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--10754715,500000.0,0.0,28.0,0,29.971698113207548,51.0,images/10754715.jpg,https://www.argenprop.com/static-content/51745701/875b18ef-51ed-43db-ad25-5be2d0784021_u_small.jpg,-34.61045,-58.41599,2026-01-27 19:05:20.636338,,POINT (370174.4759656032 6169243.857935705),1.0,Almagro,5.0,1,$
18178688,https://www.argenprop.com/departamento-en-alquiler-en-monserrat-1-ambiente--18178688,300000.0,150000.0,25.0,0,50.0,50.0,images/18178688.jpg,https://www.argenprop.com/static-content/88687181/dc734107-e602-43cd-9721-e2bb811ec5b7_u_small.jpg,-34.618694,-58.38724,2026-01-27 19:05:20.636338,,POINT (372823.19263327005 6168366.227653606),11.0,Constitucion,1.0,1,$
18373752,https://www.argenprop.com/departamento-en-alquiler-en-san-telmo--18373752,500000.0,127000.0,36.0,0,23.1,50.0,images/18373752.jpg,https://www.argenprop.com/static-content/25737381/ef09b17a-38ec-47b2-af94-1396fbda9511_u_small.jpg,-34.62133,-58.36847,2026-01-27 19:05:20.636338,,POINT (374548.0391036909 6168097.409024956),32.0,San Telmo,1.0,1,$
18500373,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-1-ambiente--18500373,500000.0,130000.0,36.0,0,60.0,50.0,images/18500373.jpg,https://www.argenprop.com/static-content/37300581/fdf8d22c-7a8a-44b5-b1f5-a4319a2f1ee1_u_small.jpg,-34.59916,-58.37669,2026-01-27 19:05:20.636338,,POINT (373760.8728164439 6170545.814877707),31.0,San Nicolas,1.0,1,$
18514964,https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--18514964,550000.0,45000.0,35.0,1 dorm.,55.0,50.0,images/18514964.jpg,https://www.argenprop.com/static-content/46941581/57eb4ffe-d01f-48ff-880c-3e3e120099c7_u_small.jpg,-34.62629,-58.48474,2026-01-27 19:05:20.636338,2026-02-01 21:48:30.457567,POINT (363896.4832240272 6167396.505252346),13.0,Floresta,10.0,2,$
18626248,https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--18626248,600000.0,167000.0,36.0,1 dorm.,55.0,50.0,images/18626248.jpg,https://www.argenprop.com/static-content/84262681/dd66440d-0837-4f7d-8857-2b23f9141685_u_small.jpg,-34.61018,-58.41135,2026-01-27 19:05:20.636338,,POINT (370599.50774666 6169279.764822605),2.0,Balvanera,3.0,2,$
18658277,https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--18658277,450000.0,70000.0,40.0,1 dorm.,45.0,50.0,images/18658277.jpg,https://www.argenprop.com/static-content/77285681/6981bbf3-b0cf-4bfa-9a8f-d1b07357ae66_u_small.jpg,-34.63509,-58.48653,2026-01-27 19:05:20.636338,2026-02-01 21:50:01.675410,POINT (363746.77655113826 6166418.142453369),33.0,Velez Sarsfield,10.0,2,$
18673233,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-1-ambiente--18673233,650000.0,150000.0,38.0,0,0.0,50.0,images/18673233.jpg,https://www.argenprop.com/static-content/33237681/6870caa7-7db1-49b8-9d7a-02e13ba0f038_u_small.jpg,-34.60072,-58.45182,2026-01-27 19:05:20.636338,2026-02-01 21:51:10.262207,POINT (366873.60989734146 6170276.221583063),35.0,Villa Crespo,15.0,1,$
18714501,https://www.argenprop.com/departamento-en-alquiler-en-flores-sur-2-ambientes--18714501,500000.0,112000.0,30.0,1 dorm.,50.0,50.0,images/18714501.jpg,https://www.argenprop.com/static-content/10541781/540b84b2-0435-4cfe-9243-a409f193222e_u_small.jpg,-34.63403,-58.46202,2026-01-27 19:05:20.636338,,POINT (365991.79853027395 6166568.562761465),12.0,Flores,7.0,2,$
2246930,https://www.argenprop.com/departamento-en-alquiler-en-almagro-sur-2-ambientes--2246930,580000.0,0.0,38.0,1 dorm.,35.0,50.0,images/2246930.jpg,https://www.argenprop.com/static-content/0396422/215159f9-a891-40a9-9ddb-f08669951218_u_small.jpg,-34.6129,-58.41657,2026-01-27 19:05:20.636338,,POINT (370125.111084559 6168971.4030899415),1.0,Almagro,5.0,2,$
18438051,https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-2-ambientes--18438051,500000.0,150000.0,38.0,0,43.369565217391305,41.0,images/18438051.jpg,https://www.argenprop.com/static-content/15083481/ec7af446-1b42-489e-8d26-ca60c58ec631_u_small.jpg,-34.60764,-58.37683,2026-01-27 19:05:20.636338,,POINT (373760.87049670273 6169605.204104974),31.0,San Nicolas,1.0,1,$
18278139,https://www.argenprop.com/departamento-en-alquiler-en-paternal-3-ambientes--18278139,700000.0,180000.0,50.0,2 dorm.,40.0,38.0,images/18278139.jpg,https://www.argenprop.com/static-content/93187281/d97792a1-1d0c-4d3f-859b-0e0221f4e785_u_small.jpg,-34.60323,-58.466354,2026-01-27 19:05:20.636338,,POINT (365544.83998777147 6169978.579796609),38.0,Villa Gral. Mitre,11.0,3,$
18805987,https://www.argenprop.com/departamento-en-alquiler-en-constitucion-2-ambientes--18805987,750000.0,180000.0,36.0,1 dorm.,10.0,38.0,images/18805987.jpg,https://www.argenprop.com/static-content/78950881/b5df0359-6c86-4474-bdb2-cdf354c8a2aa_u_small.jpg,-34.62389,-58.37864,2026-01-27 19:05:20.636338,,POINT (373619.5411407177 6167800.801279877),11.0,Constitucion,1.0,2,$
